sample,cold_reduction_percent,true_strain,work_hardening_rate_MPa
5.6 Y-1,36,0.02175,280.25706
5.6 Y-1,36,0.022,288.20684
5.6 Y-1,36,0.02225,298.97954
5.6 Y-1,36,0.0225,312.03023
5.6 Y-1,36,0.02275,325.0752
5.6 Y-1,36,0.023,334.19105
5.6 Y-1,36,0.02325,341.81626
5.6 Y-1,36,0.0235,347.93775
5.6 Y-1,36,0.02375,349.28577
5.6 Y-1,36,0.024,348.60192
5.6 Y-1,36,0.02425,345.25096
5.6 Y-1,36,0.0245,337.74401
5.6 Y-1,36,0.02475,330.11335
5.6 Y-1,36,0.025,322.19058
5.6 Y-1,36,0.02525,312.83791
5.6 Y-1,36,0.0255,305.68191
5.6 Y-1,36,0.02575,299.92534
5.6 Y-1,36,0.026,293.65111
5.6 Y-1,36,0.02625,288.72702
5.6 Y-1,36,0.0265,284.21543
5.6 Y-1,36,0.02675,279.67734
5.6 Y-1,36,0.027,278.60539
5.6 Y-1,36,0.02725,277.96354
5.6 Y-1,36,0.0275,277.11481
5.6 Y-1,36,0.02775,279.05167
5.6 Y-1,36,0.028,281.11218
5.6 Y-1,36,0.02825,283.04287
5.6 Y-1,36,0.0285,286.19254
5.6 Y-1,36,0.02875,288.19407
5.6 Y-1,36,0.029,289.85307
5.6 Y-1,36,0.02925,293.43095
5.6 Y-1,36,0.0295,294.16703
5.6 Y-1,36,0.02975,294.60762
5.6 Y-1,36,0.03,294.90642
5.6 Y-1,36,0.03025,293.60961
5.6 Y-1,36,0.0305,292.12601
5.6 Y-1,36,0.03075,291.63182
5.6 Y-1,36,0.031,288.9603
5.6 Y-1,36,0.03125,286.67886
5.6 Y-1,36,0.0315,285.20292
5.6 Y-1,36,0.03175,282.9346
5.6 Y-1,36,0.032,281.11746
5.6 Y-1,36,0.03225,280.01638
5.6 Y-1,36,0.0325,277.61964
5.6 Y-1,36,0.03275,277.94418
5.6 Y-1,36,0.033,279.04562
5.6 Y-1,36,0.03325,278.93694
5.6 Y-1,36,0.0335,280.05462
5.6 Y-1,36,0.03375,281.60323
5.6 Y-1,36,0.034,283.03074
5.6 Y-1,36,0.03425,286.57757
5.6 Y-1,36,0.0345,289.854
5.6 Y-1,36,0.03475,291.30926
5.6 Y-1,36,0.035,294.61163
5.6 Y-1,36,0.03525,297.36441
5.6 Y-1,36,0.0355,298.246
5.6 Y-1,36,0.03575,300.01909
5.6 Y-1,36,0.036,300.73228
5.6 Y-1,36,0.03625,300.60687
5.6 Y-1,36,0.0365,301.1938
5.6 Y-1,36,0.03675,299.16708
5.6 Y-1,36,0.037,295.89135
5.6 Y-1,36,0.03725,294.36766
5.6 Y-1,36,0.0375,292.96762
5.6 Y-1,36,0.03775,290.82253
5.6 Y-1,36,0.038,290.34286
5.6 Y-1,36,0.03825,288.11513
5.6 Y-1,36,0.0385,285.72797
5.6 Y-1,36,0.03875,285.33866
5.6 Y-1,36,0.039,283.28576
5.6 Y-1,36,0.03925,281.9462
5.6 Y-1,36,0.0395,283.17628
5.6 Y-1,36,0.03975,283.04549
5.6 Y-1,36,0.04,282.5337
5.6 Y-1,36,0.04025,282.20315
5.6 Y-1,36,0.0405,280.23528
5.6 Y-1,36,0.04075,278.38554
5.6 Y-1,36,0.041,278.07102
5.6 Y-1,36,0.04125,275.76218
5.6 Y-1,36,0.0415,273.33297
5.6 Y-1,36,0.04175,271.34461
5.6 Y-1,36,0.042,266.45472
5.6 Y-1,36,0.04225,262.33281
5.6 Y-1,36,0.0425,258.6155
5.6 Y-1,36,0.04275,253.42728
5.6 Y-1,36,0.043,250.65689
5.6 Y-1,36,0.04325,248.58882
5.6 Y-1,36,0.0435,244.98493
5.6 Y-1,36,0.04375,242.8822
5.6 Y-1,36,0.044,242.49627
5.6 Y-1,36,0.04425,241.61483
5.6 Y-1,36,0.0445,242.86201
5.6 Y-1,36,0.04475,246.29798
5.6 Y-1,36,0.045,248.01212
5.6 Y-1,36,0.04525,251.4422
5.6 Y-1,36,0.0455,255.60557
5.6 Y-1,36,0.04575,257.99556
5.6 Y-1,36,0.046,262.80578
5.6 Y-1,36,0.04625,267.44264
5.6 Y-1,36,0.0465,270.2693
5.6 Y-1,36,0.04675,274.09813
5.6 Y-1,36,0.047,276.61219
5.6 Y-1,36,0.04725,277.03995
5.6 Y-1,36,0.0475,277.35232
5.6 Y-1,36,0.04775,276.8295
5.6 Y-1,36,0.048,273.64449
5.6 Y-1,36,0.04825,271.08874
5.6 Y-1,36,0.0485,268.38422
5.6 Y-1,36,0.04875,262.78231
5.6 Y-1,36,0.049,258.3453
5.6 Y-1,36,0.04925,253.90573
5.6 Y-1,36,0.0495,247.79002
5.6 Y-1,36,0.04975,243.99013
5.6 Y-1,36,0.05,240.62165
5.6 Y-1,36,0.05025,237.43839
5.6 Y-1,36,0.0505,237.92539
5.6 Y-1,36,0.05075,239.69251
5.6 Y-1,36,0.051,240.51118
5.6 Y-1,36,0.05125,243.48799
5.6 Y-1,36,0.0515,247.87148
5.6 Y-1,36,0.05175,251.31246
5.6 Y-1,36,0.052,256.99813
5.6 Y-1,36,0.05225,263.67839
5.6 Y-1,36,0.0525,269.34436
5.6 Y-1,36,0.05275,276.37953
5.6 Y-1,36,0.053,283.69512
5.6 Y-1,36,0.05325,288.32025
5.6 Y-1,36,0.0535,294.39596
5.6 Y-1,36,0.05375,300.59762
5.6 Y-1,36,0.054,304.0935
5.6 Y-1,36,0.05425,306.46922
5.6 Y-1,36,0.0545,308.06422
5.6 Y-1,36,0.05475,307.44666
5.6 Y-1,36,0.055,306.61281
5.6 Y-1,36,0.05525,304.88168
5.6 Y-1,36,0.0555,301.72913
5.6 Y-1,36,0.05575,298.18392
5.6 Y-1,36,0.056,295.19247
5.6 Y-1,36,0.05625,290.14221
5.6 Y-1,36,0.0565,284.72879
5.6 Y-1,36,0.05675,281.25846
5.6 Y-1,36,0.057,277.88082
5.6 Y-1,36,0.05725,275.95806
5.6 Y-1,36,0.0575,275.20091
5.6 Y-1,36,0.05775,273.7506
5.6 Y-1,36,0.058,273.4252
5.6 Y-1,36,0.05825,275.57926
5.6 Y-1,36,0.0585,276.24038
5.6 Y-1,36,0.05875,276.88552
5.6 Y-1,36,0.059,279.63655
5.6 Y-1,36,0.05925,282.41089
5.6 Y-1,36,0.0595,284.26117
5.6 Y-1,36,0.05975,287.34498
5.6 Y-1,36,0.06,288.99769
5.6 Y-1,36,0.06025,289.63671
5.6 Y-1,36,0.0605,290.7857
5.6 Y-1,36,0.06075,290.76966
5.6 Y-1,36,0.061,288.55763
5.6 Y-1,36,0.06125,287.64769
5.6 Y-1,36,0.0615,286.4632
5.6 Y-1,36,0.06175,284.28668
5.6 Y-1,36,0.062,283.0372
5.6 Y-1,36,0.06225,281.53918
5.6 Y-1,36,0.0625,279.41506
5.6 Y-1,36,0.06275,278.51352
5.6 Y-1,36,0.063,277.62894
5.6 Y-1,36,0.06325,276.30567
5.6 Y-1,36,0.0635,276.20561
5.6 Y-1,36,0.06375,276.64883
5.6 Y-1,36,0.064,276.43894
5.6 Y-1,36,0.06425,276.65466
5.6 Y-1,36,0.0645,276.84121
5.6 Y-1,36,0.06475,275.44005
5.6 Y-1,36,0.065,273.4529
5.6 Y-1,36,0.06525,270.92406
5.6 Y-1,36,0.0655,266.49984
5.6 Y-1,36,0.06575,261.46539
5.6 Y-1,36,0.066,256.59607
5.6 Y-1,36,0.06625,249.6964
5.6 Y-1,36,0.0665,241.92719
5.6 Y-1,36,0.06675,234.52586
5.6 Y-1,36,0.067,225.3663
5.6 Y-1,36,0.06725,215.31849
5.6 Y-1,36,0.0675,206.03303
5.6 Y-1,36,0.06775,197.25754
5.6 Y-1,36,0.068,189.18376
5.6 Y-1,36,0.06825,183.45266
5.6 Y-1,36,0.0685,178.98226
5.6 Y-1,36,0.06875,174.7471
5.6 Y-1,36,0.069,173.65706
5.6 Y-1,36,0.06925,173.94926
5.6 Y-1,36,0.0695,174.34605
5.6 Y-1,36,0.06975,177.06808
5.6 Y-1,36,0.07,180.6983
5.6 Y-1,36,0.07025,184.28947
5.6 Y-1,36,0.0705,188.96373
5.6 Y-1,36,0.07075,192.94998
5.6 Y-1,36,0.071,196.00463
5.6 Y-1,36,0.07125,198.92038
5.6 Y-1,36,0.0715,201.23164
5.6 Y-1,36,0.07175,201.69826
5.6 Y-1,36,0.072,201.10507
5.6 Y-1,36,0.07225,199.7508
5.6 Y-1,36,0.0725,196.7015
5.6 Y-1,36,0.07275,193.38556
5.6 Y-1,36,0.073,189.91299
5.6 Y-1,36,0.07325,184.65249
5.6 Y-1,36,0.0735,179.08502
5.6 Y-1,36,0.07375,173.55045
5.6 Y-1,36,0.074,167.07136
5.6 Y-1,36,0.07425,160.88808
5.6 Y-1,36,0.0745,155.02973
5.6 Y-1,36,0.07475,150.37944
5.6 Y-1,36,0.075,146.1789
5.6 Y-1,36,0.07525,142.96425
5.6 Y-1,36,0.0755,141.08027
5.6 Y-1,36,0.07575,139.32855
5.6 Y-1,36,0.076,138.44861
5.6 Y-1,36,0.07625,139.0954
5.6 Y-1,36,0.0765,139.70685
5.6 Y-1,36,0.07675,141.14452
5.6 Y-1,36,0.077,142.53982
5.6 Y-1,36,0.07725,143.59983
5.6 Y-1,36,0.0775,143.82911
5.6 Y-1,36,0.07775,143.23688
5.6 Y-1,36,0.078,142.11356
5.6 Y-1,36,0.07825,139.05213
5.6 Y-1,36,0.0785,134.74389
5.6 Y-1,36,0.07875,130.09366
5.6 Y-1,36,0.079,125.33489
5.6 Y-1,36,0.07925,119.84295
5.6 Y-1,36,0.0795,113.23496
5.6 Y-1,36,0.07975,106.40463
5.6 Y-1,36,0.08,99.539326
5.6 Y-1,36,0.08025,91.834176
5.6 Y-1,36,0.0805,84.953543
5.6 Y-1,36,0.08075,77.42686
5.6 Y-1,36,0.081,68.646022
5.6 Y-1,36,0.08125,61.429416
5.6 Y-1,36,0.0815,54.541516
5.6 Y-1,36,0.08175,45.818952
5.6 Y-1,36,0.082,38.336714
5.6 Y-1,36,0.08225,32.441908
5.6 Y-1,36,0.0825,25.921254
5.6 Y-1,36,0.08275,19.543726
5.6 Y-1,36,0.083,13.201218
5.6 Y-1,36,0.08325,6.5024895
5.6 Y-1,36,0.0835,0.54581743
5.6 Y-1,36,0.08375,0
5.6 Y-1,36,0.084,0
5.6 Y-1,36,0.08425,0
5.6 Y-1,36,0.0845,0
5.6 Y-1,36,0.08475,0
5.6 Y-1,36,0.085,0
5.6 Y-1,36,0.08525,0
5.6 Y-1,36,0.0855,0
5.6 Y-1,36,0.08575,0
5.6 Y-1,36,0.086,0
5.6 Y-1,36,0.08625,0
5.6 Y-1,36,0.0865,0
5.6 Y-1,36,0.08675,0
5.6 Y-1,36,0.087,0
5.6 Y-1,36,0.08725,0
5.6 Y-1,36,0.0875,0
5.6 Y-1,36,0.08775,0
5.6 Y-1,36,0.088,0
5.6 Y-1,36,0.08825,0
5.6 Y-1,36,0.0885,0
5.6 Y-1,36,0.08875,0
5.6 Y-1,36,0.089,0
5.6 Y-1,36,0.08925,0
5.6 Y-1,36,0.0895,0
5.6 Y-1,36,0.08975,0
5.6 Y-1,36,0.09,0
5.6 Y-1,36,0.09025,0
5.6 Y-1,36,0.0905,0
5.6 Y-1,36,0.09075,0
5.6 Y-1,36,0.091,0
5.6 Y-1,36,0.09125,0
5.6 Y-1,36,0.0915,0
5.6 Y-1,36,0.09175,0
5.6 Y-1,36,0.092,0
5.6 Y-1,36,0.09225,0
5.6 Y-1,36,0.0925,0
5.6 Y-1,36,0.09275,0
5.6 Y-1,36,0.093,0
5.6 Y-1,36,0.09325,0
5.6 Y-1,36,0.0935,0
5.6 Y-1,36,0.09375,0
5.6 Y-1,36,0.094,0
5.6 Y-1,36,0.09425,0
5.6 Y-1,36,0.0945,0
5.6 Y-1,36,0.09475,0
5.6 Y-1,36,0.095,0
5.6 Y-1,36,0.09525,0
5.6 Y-1,36,0.0955,0
5.6 Y-1,36,0.09575,0
5.6 Y-1,36,0.096,0
5.6 Y-1,36,0.09625,0
5.6 Y-1,36,0.0965,0
5.6 Y-1,36,0.09675,0
5.6 Y-1,36,0.097,0
5.6 Y-1,36,0.09725,0
5.6 Y-1,36,0.0975,0
5.6 Y-1,36,0.09775,0
5.6 Y-1,36,0.098,0
5.6 Y-1,36,0.09825,0
5.6 Y-1,36,0.0985,0
5.6 Y-1,36,0.09875,0
5.6 Y-1,36,0.099,0
5.6 Y-1,36,0.09925,0
5.6 Y-1,36,0.0995,0
5.6 Y-1,36,0.09975,0
5.6 Y-1,36,0.1,0
5.6 Y-1,36,0.10025,0
5.6 Y-1,36,0.1005,0
5.6 Y-1,36,0.10075,0
5.6 Y-1,36,0.101,0
5.6 Y-1,36,0.10125,0
5.6 Y-1,36,0.1015,0
5.6 Y-1,36,0.10175,0
5.6 Y-1,36,0.102,0
5.6 Y-1,36,0.10225,0
5.6 Y-1,36,0.1025,0
5.6 Y-1,36,0.10275,0
5.6 Y-1,36,0.103,0
5.6 Y-1,36,0.10325,0
5.6 Y-1,36,0.1035,0
5.6 Y-1,36,0.10375,0
5.6 Y-1,36,0.104,0
5.6 Y-1,36,0.10425,0
5.6 Y-1,36,0.1045,0
5.6 Y-1,36,0.10475,0
5.6 Y-1,36,0.105,0
5.6 Y-1,36,0.10525,0
5.6 Y-1,36,0.1055,0
5.6 Y-1,36,0.10575,0
5.6 Y-1,36,0.106,0
5.6 Y-1,36,0.10625,0
5.6 Y-1,36,0.1065,0
5.6 Y-1,36,0.10675,0
5.6 Y-1,36,0.107,0
5.6 Y-1,36,0.10725,0
5.6 Y-1,36,0.1075,0
5.6 Y-1,36,0.10775,0
5.6 Y-1,36,0.108,0
5.6 Y-1,36,0.10825,0
5.6 Y-1,36,0.1085,0
5.6 Y-1,36,0.10875,0
5.6 Y-1,36,0.109,0
5.6 Y-1,36,0.10925,0
5.6 Y-1,36,0.1095,0
5.6 Y-1,36,0.10975,0
5.6 Y-1,36,0.11,0
5.6 Y-1,36,0.11025,0
5.6 Y-1,36,0.1105,0
5.6 Y-1,36,0.11075,0
5.6 Y-1,36,0.111,0
5.6 Y-1,36,0.11125,0
5.6 Y-1,36,0.1115,0
5.6 Y-1,36,0.11175,0
5.6 Y-1,36,0.112,0
5.6 Y-1,36,0.11225,0
5.6 Y-1,36,0.1125,0
5.6 Y-1,36,0.11275,0
5.6 Y-1,36,0.113,0
5.6 Y-1,36,0.11325,0
5.6 Y-1,36,0.1135,0
5.6 Y-1,36,0.11375,0
5.6 Y-1,36,0.114,0
5.6 Y-1,36,0.11425,0
5.6 Y-1,36,0.1145,0
5.6 Y-1,36,0.11475,0
5.6 Y-1,36,0.115,0
5.6 Y-1,36,0.11525,0
5.6 Y-1,36,0.1155,0
5.6 Y-1,36,0.11575,0
5.25 Y-1,43.75,0.01125,5416.5727
5.25 Y-1,43.75,0.0115,5181.0906
5.25 Y-1,43.75,0.01175,4938.9085
5.25 Y-1,43.75,0.012,4699.1076
5.25 Y-1,43.75,0.01225,4461.2575
5.25 Y-1,43.75,0.0125,6304.2177
5.25 Y-1,43.75,0.01275,5872.7884
5.25 Y-1,43.75,0.013,5467.0742
5.25 Y-1,43.75,0.01325,5089.0232
5.25 Y-1,43.75,0.0135,4735.8713
5.25 Y-1,43.75,0.01375,4406.8381
5.25 Y-1,43.75,0.014,3576.0245
5.25 Y-1,43.75,0.01425,2862.9552
5.25 Y-1,43.75,0.0145,2256.0888
5.25 Y-1,43.75,0.01475,1741.6895
5.25 Y-1,43.75,0.015,1307.7449
5.25 Y-1,43.75,0.01525,941.13928
5.25 Y-1,43.75,0.0155,637.37219
5.25 Y-1,43.75,0.01575,385.29092
5.25 Y-1,43.75,0.016,176.70585
5.25 Y-1,43.75,0.01625,4.541033
5.25 Y-1,43.75,0.0165,0
5.25 Y-1,43.75,0.01675,0
5.25 Y-1,43.75,0.017,0
5.25 Y-1,43.75,0.01725,0
5.25 Y-1,43.75,0.0175,0
5.25 Y-1,43.75,0.01775,0
5.25 Y-1,43.75,0.018,0
5.25 Y-1,43.75,0.01825,0
5.25 Y-1,43.75,0.0185,0
5.25 Y-1,43.75,0.01875,0
5.25 Y-1,43.75,0.019,0
5.25 Y-1,43.75,0.01925,0
5.25 Y-1,43.75,0.0195,0
5.25 Y-1,43.75,0.01975,0
5.25 Y-1,43.75,0.02,0
5.25 Y-1,43.75,0.02025,0
5.25 Y-1,43.75,0.0205,0
5.25 Y-1,43.75,0.02075,0
5.25 Y-1,43.75,0.021,0
5.25 Y-1,43.75,0.02125,0
5.25 Y-1,43.75,0.0215,0
5.25 Y-1,43.75,0.02175,0
5.25 Y-1,43.75,0.022,0
5.25 Y-1,43.75,0.02225,0
5.25 Y-1,43.75,0.0225,0
5.25 Y-1,43.75,0.02275,26.263506
5.25 Y-1,43.75,0.023,52.277869
5.25 Y-1,43.75,0.02325,75.056025
5.25 Y-1,43.75,0.0235,92.870913
5.25 Y-1,43.75,0.02375,106.47781
5.25 Y-1,43.75,0.024,115.83392
5.25 Y-1,43.75,0.02425,120.74049
5.25 Y-1,43.75,0.0245,121.62825
5.25 Y-1,43.75,0.02475,120.07664
5.25 Y-1,43.75,0.025,117.38866
5.25 Y-1,43.75,0.02525,115.27004
5.25 Y-1,43.75,0.0255,112.82974
5.25 Y-1,43.75,0.02575,110.55741
5.25 Y-1,43.75,0.026,107.28901
5.25 Y-1,43.75,0.02625,101.6342
5.25 Y-1,43.75,0.0265,97.652154
5.25 Y-1,43.75,0.02675,94.122223
5.25 Y-1,43.75,0.027,91.435439
5.25 Y-1,43.75,0.02725,88.815314
5.25 Y-1,43.75,0.0275,85.7958
5.25 Y-1,43.75,0.02775,84.082221
5.25 Y-1,43.75,0.028,83.465599
5.25 Y-1,43.75,0.02825,82.387871
5.25 Y-1,43.75,0.0285,80.269397
5.25 Y-1,43.75,0.02875,79.207184
5.25 Y-1,43.75,0.029,78.725972
5.25 Y-1,43.75,0.02925,77.602673
5.25 Y-1,43.75,0.0295,76.394003
5.25 Y-1,43.75,0.02975,72.894335
5.25 Y-1,43.75,0.03,71.051333
5.25 Y-1,43.75,0.03025,72.258758
5.25 Y-1,43.75,0.0305,70.909416
5.25 Y-1,43.75,0.03075,69.81404
5.25 Y-1,43.75,0.031,68.895215
5.25 Y-1,43.75,0.03125,66.478198
5.25 Y-1,43.75,0.0315,64.455466
5.25 Y-1,43.75,0.03175,62.938477
5.25 Y-1,43.75,0.032,59.892693
5.25 Y-1,43.75,0.03225,57.919955
5.25 Y-1,43.75,0.0325,56.467026
5.25 Y-1,43.75,0.03275,51.824066
5.25 Y-1,43.75,0.033,47.781618
5.25 Y-1,43.75,0.03325,44.420959
5.25 Y-1,43.75,0.0335,40.420829
5.25 Y-1,43.75,0.03375,38.532086
5.25 Y-1,43.75,0.034,36.213363
5.25 Y-1,43.75,0.03425,31.773868
5.25 Y-1,43.75,0.0345,28.620953
5.25 Y-1,43.75,0.03475,26.798771
5.25 Y-1,43.75,0.035,24.721753
5.25 Y-1,43.75,0.03525,24.514223
5.25 Y-1,43.75,0.0355,23.947155
5.25 Y-1,43.75,0.03575,20.295294
5.25 Y-1,43.75,0.036,18.675668
5.25 Y-1,43.75,0.03625,16.465872
5.25 Y-1,43.75,0.0365,14.717325
5.25 Y-1,43.75,0.03675,16.820011
5.25 Y-1,43.75,0.037,18.235369
5.25 Y-1,43.75,0.03725,19.055971
5.25 Y-1,43.75,0.0375,20.684313
5.25 Y-1,43.75,0.03775,20.142531
5.25 Y-1,43.75,0.038,18.635631
5.25 Y-1,43.75,0.03825,18.770707
5.25 Y-1,43.75,0.0385,20.368102
5.25 Y-1,43.75,0.03875,21.356868
5.25 Y-1,43.75,0.039,22.563992
5.25 Y-1,43.75,0.03925,20.461977
5.25 Y-1,43.75,0.0395,17.501945
5.25 Y-1,43.75,0.03975,16.83852
5.25 Y-1,43.75,0.04,14.22772
5.25 Y-1,43.75,0.04025,10.651812
5.25 Y-1,43.75,0.0405,7.3036875
5.25 Y-1,43.75,0.04075,1.8369228
5.25 Y-1,43.75,0.041,0
5.25 Y-1,43.75,0.04125,0
5.25 Y-1,43.75,0.0415,0
5.25 Y-1,43.75,0.04175,0
5.25 Y-1,43.75,0.042,0
5.25 Y-1,43.75,0.04225,0
5.25 Y-1,43.75,0.0425,0
5.25 Y-1,43.75,0.04275,0
5.25 Y-1,43.75,0.043,0
5.25 Y-1,43.75,0.04325,0
5.25 Y-1,43.75,0.0435,0
5.25 Y-1,43.75,0.04375,0
5.25 Y-1,43.75,0.044,0
5.25 Y-1,43.75,0.04425,0
5.25 Y-1,43.75,0.0445,0
5.25 Y-1,43.75,0.04475,0
5.25 Y-1,43.75,0.045,0
5.25 Y-1,43.75,0.04525,0
5.25 Y-1,43.75,0.0455,0
5.25 Y-1,43.75,0.04575,0
5.25 Y-1,43.75,0.046,0
5.25 Y-1,43.75,0.04625,0
5.25 Y-1,43.75,0.0465,0
5.25 Y-1,43.75,0.04675,0
5.25 Y-1,43.75,0.047,0
5.25 Y-1,43.75,0.04725,0
5.25 Y-1,43.75,0.0475,0
5.25 Y-1,43.75,0.04775,0
5.25 Y-1,43.75,0.048,0
5.25 Y-1,43.75,0.04825,0
5.25 Y-1,43.75,0.0485,0
5.25 Y-1,43.75,0.04875,0
5.25 Y-1,43.75,0.049,0
5.25 Y-1,43.75,0.04925,0
5.25 Y-1,43.75,0.0495,0
5.25 Y-1,43.75,0.04975,0
5.25 Y-1,43.75,0.05,0
5.25 Y-1,43.75,0.05025,0
5.25 Y-1,43.75,0.0505,0
5.25 Y-1,43.75,0.05075,0
5.25 Y-1,43.75,0.051,0
5.25 Y-1,43.75,0.05125,0
5.25 Y-1,43.75,0.0515,0
5.25 Y-1,43.75,0.05175,0
5.25 Y-1,43.75,0.052,0
5.25 Y-1,43.75,0.05225,0
5.25 Y-1,43.75,0.0525,0
5.25 Y-1,43.75,0.05275,0
5.25 Y-1,43.75,0.053,0
5.25 Y-1,43.75,0.05325,0
5.25 Y-1,43.75,0.0535,0
5.25 Y-1,43.75,0.05375,0
5.25 Y-1,43.75,0.054,0
5.25 Y-1,43.75,0.05425,0
5.25 Y-1,43.75,0.0545,0
5.25 Y-1,43.75,0.05475,0
5.25 Y-1,43.75,0.055,0
5.25 Y-1,43.75,0.05525,0
5.25 Y-1,43.75,0.0555,0
5.25 Y-1,43.75,0.05575,0
5.25 Y-1,43.75,0.056,0
5.25 Y-1,43.75,0.05625,0
5.25 Y-1,43.75,0.0565,0
5.25 Y-1,43.75,0.05675,0
5.25 Y-1,43.75,0.057,0
5.25 Y-1,43.75,0.05725,0
5.25 Y-1,43.75,0.0575,0
5.25 Y-1,43.75,0.05775,0
5.25 Y-1,43.75,0.058,0
5.25 Y-1,43.75,0.05825,0
5.25 Y-1,43.75,0.0585,0
5.25 Y-1,43.75,0.05875,0
5.25 Y-1,43.75,0.059,0
5.25 Y-1,43.75,0.05925,0
5.25 Y-1,43.75,0.0595,0
5.25 Y-1,43.75,0.05975,0
5.25 Y-1,43.75,0.06,0
5.25 Y-1,43.75,0.06025,0
5.25 Y-1,43.75,0.0605,0
5.25 Y-1,43.75,0.06075,0
5.25 Y-1,43.75,0.061,0
5.25 Y-1,43.75,0.06125,0
5.25 Y-1,43.75,0.0615,0
5.25 Y-1,43.75,0.06175,0
5.25 Y-1,43.75,0.062,0
5.25 Y-1,43.75,0.06225,0
5.25 Y-1,43.75,0.0625,0
5.25 Y-1,43.75,0.06275,0
5.25 Y-1,43.75,0.063,0
5.25 Y-1,43.75,0.06325,0
5.25 Y-1,43.75,0.0635,0
5.25 Y-1,43.75,0.06375,0
5.25 Y-1,43.75,0.064,0
5.25 Y-1,43.75,0.06425,0
5.25 Y-1,43.75,0.0645,0
5.25 Y-1,43.75,0.06475,0
5.25 Y-1,43.75,0.065,0
5.25 Y-1,43.75,0.06525,0
5.25 Y-1,43.75,0.0655,0
5.25 Y-1,43.75,0.06575,0
5.25 Y-1,43.75,0.066,0
5.25 Y-1,43.75,0.06625,0
5.25 Y-1,43.75,0.0665,0
5.25 Y-1,43.75,0.06675,0
5.25 Y-1,43.75,0.067,0
5.25 Y-1,43.75,0.06725,0
5.25 Y-1,43.75,0.0675,0
5.25 Y-1,43.75,0.06775,0
5.25 Y-1,43.75,0.068,0
5.25 Y-1,43.75,0.06825,0
5.25 Y-1,43.75,0.0685,0
5.25 Y-1,43.75,0.06875,0
5.25 Y-1,43.75,0.069,0
5.25 Y-1,43.75,0.06925,0
5.25 Y-1,43.75,0.0695,0
5.25 Y-1,43.75,0.06975,0
5.25 Y-1,43.75,0.07,0
5.25 Y-1,43.75,0.07025,0
5.25 Y-1,43.75,0.0705,0
5.25 Y-1,43.75,0.07075,0
5.25 Y-1,43.75,0.071,0
5.25 Y-1,43.75,0.07125,0
5.25 Y-1,43.75,0.0715,0
5.25 Y-1,43.75,0.07175,0
5.25 Y-1,43.75,0.072,0
5.25 Y-1,43.75,0.07225,0
5.25 Y-1,43.75,0.0725,0
5.25 Y-1,43.75,0.07275,0
5.25 Y-1,43.75,0.073,0
5.25 Y-1,43.75,0.07325,0
5.25 Y-1,43.75,0.0735,0
5.25 Y-1,43.75,0.07375,0
5.25 Y-1,43.75,0.074,0
5.25 Y-1,43.75,0.07425,0
5.25 Y-1,43.75,0.0745,0
5.25 Y-1,43.75,0.07475,0
5.25 Y-1,43.75,0.075,0
5.25 Y-1,43.75,0.07525,0
5.25 Y-1,43.75,0.0755,0
5.25 Y-1,43.75,0.07575,0
5.25 Y-1,43.75,0.076,0
5.25 Y-1,43.75,0.07625,0
5.25 Y-1,43.75,0.0765,0
5.25 Y-1,43.75,0.07675,0
5.25 Y-1,43.75,0.077,0
5.25 Y-1,43.75,0.07725,0
5.25 Y-1,43.75,0.0775,0
5.25 Y-1,43.75,0.07775,0
5.25 Y-1,43.75,0.078,0
5.25 Y-1,43.75,0.07825,0
5.25 Y-1,43.75,0.0785,0
5.25 Y-1,43.75,0.07875,0
5.25 Y-1,43.75,0.079,0
5.25 Y-1,43.75,0.07925,0
5.25 Y-1,43.75,0.0795,0
5.25 Y-1,43.75,0.07975,0
5.25 Y-1,43.75,0.08,0
5.25 Y-1,43.75,0.08025,0
5.25 Y-1,43.75,0.0805,0
5.25 Y-1,43.75,0.08075,0
5.25 Y-1,43.75,0.081,0
5.25 Y-1,43.75,0.08125,0
5.25 Y-1,43.75,0.0815,0
5.25 Y-1,43.75,0.08175,0
5.25 Y-1,43.75,0.082,0
5.25 Y-1,43.75,0.08225,0
5.25 Y-1,43.75,0.0825,0
5.25 Y-1,43.75,0.08275,0
5 Y-1,48.9796,0.01325,9804.5789
5 Y-1,48.9796,0.0135,9672.8348
5 Y-1,48.9796,0.01375,9502.1996
5 Y-1,48.9796,0.014,9288.5322
5 Y-1,48.9796,0.01425,9044.3042
5 Y-1,48.9796,0.0145,12277.015
5 Y-1,48.9796,0.01475,11775.055
5 Y-1,48.9796,0.015,11272.727
5 Y-1,48.9796,0.01525,10769.045
5 Y-1,48.9796,0.0155,10274.976
5 Y-1,48.9796,0.01575,9794.2717
5 Y-1,48.9796,0.016,8510.8076
5 Y-1,48.9796,0.01625,7350.2613
5 Y-1,48.9796,0.0165,6308.1122
5 Y-1,48.9796,0.01675,5380.4386
5 Y-1,48.9796,0.017,4560.7235
5 Y-1,48.9796,0.01725,3830.9291
5 Y-1,48.9796,0.0175,3182.6978
5 Y-1,48.9796,0.01775,2613.0472
5 Y-1,48.9796,0.018,2126.5587
5 Y-1,48.9796,0.01825,1711.4893
5 Y-1,48.9796,0.0185,1360.9482
5 Y-1,48.9796,0.01875,1067.3362
5 Y-1,48.9796,0.019,824.85499
5 Y-1,48.9796,0.01925,627.33784
